annual_income,debt_to_income_ratio,financial_knowledge_score,investment_horizon_years,savings_rate,net_worth,recommended_strategy,adjusted_income,long_term_risk,wealth_growth_potential,income_stability_score,family_responsibility_score
99940.4499225541,0.5293703200030594,1,26,0.19905548000458903,329890.45739237394,0,47034.9419658019,26,65666.50334517242,99940.4499225541,26
63108.25182806639,0.3173528626611983,8,14,0.09894114506447932,284462.9961298329,0,43080.66745288572,0,28145.094565558218,0.0,0
106136.07634621163,0.4854082600342301,4,25,0.26153057998859,381643.53093497606,0,54616.74820013683,50,99811.45399431766,106136.07634621163,25
84574.5515063736,0.25280904880529853,6,18,0.09429773779867538,290700.73690763244,0,63193.33958691256,18,27412.42186679764,0.0,18
37612.92877867953,0.4591795522985549,6,9,0.11325023676172016,126426.26457341487,0,20341.840981448033,9,14317.804395839108,75225.85755735906,18
75544.57307868538,0.23430440655800022,8,9,0.14328390819694126,283639.95936379465,0,57844.14671480652,0,40641.0418984661,75544.57307868538,27
63854.75439959479,0.4230703224755495,4,22,0.1346054837133243,328641.15586913895,0,36839.70286416121,22,44236.901753871454,127709.50879918959,44
91709.71316233248,0.47920438571068796,5,5,0.11995812556372042,706195.689199077,0,47762.016402673544,10,84713.91115750096,0.0,0
82118.87732708205,0.2887566698470172,3,16,0.15011303001390752,283133.60434783006,0,58406.503778538114,16,42502.04324741163,164237.7546541641,16
57169.165792509986,0.2819457081922727,4,17,0.1552179014716986,350387.2822717353,0,41050.56485637931,17,54386.37865659045,57169.165792509986,0
94785.17507195029,0.4069292593001824,5,26,0.1916183214999418,772828.8027617751,0,56214.31398728344,0,148088.15799202092,0.0,26
69497.6695789839,0.3966861043302505,4,19,0.284689322280961,617482.5771691229,0,41928.909773665815,19,175790.6964145788,0.0,19
57455.81778692242,0.2681620200828925,7,20,0.09830886001184179,391857.8017772014,0,42048.34962366672,20,38523.09377946294,0.0,40
78585.24975659621,0.48495894058257333,6,24,0.08456095852052889,290913.2526622765,0,40474.63028922038,0,24599.903491446905,78585.24975659621,0
112930.03989965486,0.26006114818652387,4,24,0.1864016911917299,926961.7657552423,0,83561.32405860067,0,172787.24080684932,112930.03989965486,24
79959.27797811726,0.30604138640329537,6,15,0.1569793067983523,358255.4264991453,0,55488.429689887766,15,56238.68850858389,0.0,30
47341.05769084513,0.4714569851606031,9,9,0.13279514458317793,224194.7662968782,0,25021.785357605106,9,29771.976405185727,94682.11538169027,27
59277.61761870031,0.34826881735557397,5,25,0.1530295696277455,383691.27566116076,0,38633.07183497962,25,58716.11078434809,59277.61761870031,75
89046.45826865234,0.48788475050758984,5,25,0.19006402749578344,394550.2427889519,0,45602.04919266638,25,74989.80819390739,89046.45826865234,0
54173.67160116516,0.27286562842366024,3,16,0.16442093441870576,463404.604152781,0,39391.53865569623,16,76193.41802873071,162521.0148034955,16
93994.15736192017,0.5168463625673388,5,16,0.13153637432661175,732444.4027465755,0,45413.61902682968,32,96343.08113310514,187988.31472384033,32
67140.06713602637,0.5039314712949402,3,13,0.2006852870505985,580405.3362456817,0,33306.074321327535,0,116478.81151016378,67140.06713602637,0
48970.4190293338,0.3229233978638532,7,15,0.19393836067136042,232619.91355457285,0,33156.72492156463,0,45113.92469428743,97940.8380586676,0
86474.74058514807,0.12872691038688822,1,12,0.19163588051585095,748053.2639964737,0,75343.1144031143,0,143353.84591872056,259424.22175544422,0
103018.2577006571,0.2451932877254652,3,19,0.1856774690046733,397570.2511003573,0,77758.87239928376,0,73819.83797586677,206036.5154013142,57
77141.78667040053,0.33342823041819175,3,21,0.11024859547035142,588788.0645145221,0,51420.53724959123,42,64913.05714243271,77141.78667040053,21
64907.16379521239,0.32648828350329495,4,15,0.12677545805183776,328438.064020682,0,43715.73530064629,30,41637.88600788078,64907.16379521239,30
98800.45312722394,0.4648550639569502,7,17,0.19093857751970955,796493.8558112506,0,52872.562169792596,17,152081.40383178883,98800.45312722394,17
89205.37960348949,0.2812634809300152,7,14,0.10275808855800912,758583.6035586173,0,64115.16401852866,14,77950.60111313008,0.0,14
100494.40780714258,0.10930788596126507,9,3,0.19836514254841867,434097.1648701919,0,89509.57653881457,6,86109.74598934001,0.0,6
79726.4601562916,0.5229093979111468,3,18,0.20363674738893342,488227.73654432705,0,38036.74487837813,18,99421.10825494786,239179.38046887482,36
92869.9514765844,0.19913391054382926,4,20,0.21158197560286252,300815.14644021273,0,74376.39486703649,20,63647.062975084606,185739.9029531688,20
95176.61126283447,0.5,6,8,0.14600248585717143,582534.5423355512,0,47588.305631417235,0,85051.49127866015,0.0,8
85062.00576689142,0.27309651445829153,4,18,0.20564851624425576,218149.80203045602,0,61831.868479122284,0,44862.183106541415,85062.00576689142,0
69024.14015736346,0.34850292403239425,7,13,0.23955087720971827,574956.4931020024,0,44969.02548370049,13,137731.332280008,0.0,26
83373.89156317827,0.5068469360330007,7,18,0.09128716691842989,568449.2355154941,0,41116.09007923372,18,51892.12024715678,0.0,36
78910.9344144938,0.3387430733413708,8,9,0.16754155995177517,496728.89782562264,0,52180.40197068882,18,83222.73441483076,78910.9344144938,9
55620.04522716983,0.44153113802158955,7,15,0.16491868281295374,284360.69938229455,0,31062.06336120525,0,46896.39198589833,0.0,15
84748.35249852992,0.14876713011791168,5,23,0.10493147952835333,479254.05527351744,0,72140.58331510247,0,50288.83708981341,254245.05749558975,46
104728.29498877497,0.18187986443586007,6,25,0.12395995481195336,989432.1380529535,0,85680.3268936178,0,122649.96312253852,209456.58997754994,50
118130.25756665917,0.4321621548344214,4,17,0.20541962784244885,1089175.3248984364,0,67078.83090550653,17,223737.98989581512,118130.25756665917,17
90807.61767371654,0.24718717938623574,4,3,0.162613519776813,600860.9860244313,0,68361.13879416687,3,97708.11983399921,0.0,3
29497.36913497181,0.24617838027577965,4,18,0.20733756690347713,281736.5408935459,0,22235.754578927674,0,58414.56889666979,58994.73826994362,18
95564.1694779152,0.30029471011332626,3,14,0.11405894202266526,497325.32114843716,0,66866.75490732388,0,56724.39997127297,0.0,14
120869.57898869822,0.53,4,11,0.1167869799842354,275126.9116403724,0,56808.70212468816,0,32131.241122868676,120869.57898869822,0
54905.70573997867,0.4723218484086624,3,11,0.2088653656974705,480703.8709828858,0,28972.54131668984,22,100402.38980503012,0.0,33
90383.54915438562,0.45179768909791085,6,16,0.23360088034365306,875268.5837770769,0,49548.470513966764,0,204463.5117074676,271150.64746315684,0
82531.23001834539,0.5495148165818422,3,16,0.15697725448319577,439443.37360501516,0,37179.0962925405,0,68982.61428934854,82531.23001834539,16
38336.39766435418,0.43476188519762327,6,25,0.23167388226673868,333325.4102728566,0,21669.193144113797,25,77222.79185606615,76672.79532870837,25
110085.85118239027,0.24,2,18,0.26216662259935536,994489.0092616584,0,83665.2468986166,18,260721.824770308,220171.70236478053,36
35562.81152517952,0.32335768164602996,6,25,0.25397078202476403,282264.78285847313,0,24063.303237582753,25,71687.00764061663,0.0,50
52265.507928630366,0.5586727081845148,2,20,0.21701913373276704,395619.65809498494,0,23066.19506950321,0,85857.03548742711,104531.01585726073,20
33317.29831614556,0.2615564612872179,3,16,0.23539747234801278,285728.16980909306,0,24602.94366892395,16,67259.68895168428,0.0,32
15745.777203943871,0.5844005049311295,8,21,0.20720025246556473,34575.68061320373,0,6543.937055426005,42,7164.089752224545,0.0,21
83680.59653851313,0.45,7,6,0.16326548544147287,441801.5939465881,0,46024.328096182224,0,72130.9517045062,83680.59653851313,6
55686.30535752577,0.40611292679562494,2,16,0.09708469509671869,482224.8468917237,0,33071.37690634609,32,46816.652228544845,55686.30535752577,16
73791.22774602518,0.48,2,21,0.1936164721354437,588660.2837907048,0,38371.43842793309,42,113974.32743380537,73791.22774602518,21
77127.22833787175,0.2607844670321203,2,10,0.20284271566166917,289326.779936156,0,57013.64520211522,20,58687.82975589602,231381.68501361526,10
67241.62650678474,0.1898957892639586,6,18,0.25930526175972385,627433.7905379029,0,54472.72476988654,36,162696.88329232665,134483.25301356948,36
92308.63828855961,0.18490431058217027,7,28,0.26836522980594324,768151.4034546815,0,75240.37316503457,0,206145.12791387344,92308.63828855961,56
58690.03941367455,0.31359038413225104,3,19,0.1454361536529004,417400.94116503623,0,40285.4074092034,0,60705.18741414345,117380.0788273491,19
80029.3879514686,0.4289197777313085,4,14,0.22435991302529465,263456.49309615773,0,45703.20065935203,28,59109.07587700309,240088.1638544058,14
39966.66774485773,0.4547281382076075,1,6,0.08660195978146576,204233.05464916318,0,21792.699330876538,6,17686.98278477273,0.0,18
85459.58475000967,0.35222314687240336,1,11,0.19253895602882595,455052.2255137818,0,55358.74087895242,22,87615.28043901743,85459.58475000967,11
74509.00957902479,0.22659449618806982,5,16,0.25137642806175486,665375.0047564205,0,57625.6780919936,0,167259.59201724213,74509.00957902479,32
90808.74385667888,0.38471631430947,3,5,0.11277608980270572,885306.4604117809,0,55873.13861306465,0,99841.40088231453,0.0,5
108703.24291514164,0.17183111781324018,4,23,0.15628167841660087,800249.3030851532,0,90024.64317510868,23,125064.30423786287,0.0,46
107213.01035286968,0.20245549501005794,1,22,0.11093139465898748,824928.4150829144,0,85507.14727036099,0,91510.45957897582,0.0,66
61461.854162335716,0.24458207730059625,2,14,0.17624946170025554,202794.92958854654,0,46429.38619656535,14,35742.497175522556,0.0,28
87037.67218601648,0.39692259216442205,3,20,0.19710878674728124,216217.71812081875,0,52490.4537259856,20,42618.41209206023,87037.67218601648,0
101451.00237794462,0.2666156194015027,4,17,0.07338438059849733,981043.0245584239,0,74402.58054004559,17,71993.23469769635,0.0,17
115946.20878684234,0.43097184760836116,6,17,0.2706478984055741,255430.19034434023,0,65976.6569627921,34,69131.64420603146,0.0,17
76121.15168536404,0.23581610466621666,2,16,0.23347116267026669,681673.3789861401,0,58170.55821221528,16,159151.0763532635,76121.15168536404,0
55247.70326821102,0.38018714981396606,3,6,0.15146867496013558,532410.0900144333,0,34243.236428902135,12,80643.45086989271,55247.70326821102,6
85763.98136028051,0.5640621936805655,5,12,0.16125367583321426,502926.58436445426,0,37387.76189542155,12,81098.76040301139,171527.96272056102,24
94298.6662171669,0.40005416854877296,5,16,0.1654643942815951,485962.7388403956,0,56574.09170839993,32,80409.53022565105,94298.6662171669,0
39444.85442367756,0.3570833732748608,1,7,0.0935416866374304,94100.45312297136,0,25359.75274773496,0,8802.315098469197,78889.70884735513,0
100621.33324119447,0.36358699187592197,6,9,0.12943479675036879,870941.49713791,0,64036.72536948385,18,112730.13566350727,100621.33324119447,18
94787.23105373462,0.3930207664314775,5,4,0.16037508028222702,541656.5504107414,0,57533.88085707829,4,86868.2127575168,284361.6931612039,0
33754.38550478583,0.3630512204156636,4,16,0.150239742866408,94058.63786368926,0,21499.81465289255,0,14131.345567005263,0.0,16
28492.627114155875,0.19840428771649407,4,14,0.254202143858247,94489.78882789426,0,22839.567726400113,0,24019.50689276376,0.0,0
121125.24780046688,0.4939179949153202,2,18,0.10865929116215699,275404.12583415525,0,61299.30827323898,0,29925.217096272794,363375.7434014006,0
81650.03693107038,0.38596814482862885,9,16,0.2687400452589465,373698.5584114151,0,50135.72365159611,16,100427.76750068675,0.0,16
37447.639257819115,0.43128991133258976,4,9,0.1441932742217265,336886.1424826601,0,21296.8502426995,9,48576.71592450184,37447.639257819115,0
81354.31555408795,0.3073638497489423,6,23,0.17219787351464366,679275.3147072298,0,56348.93993169322,46,116969.76472357534,0.0,46
36128.83918770774,0.4008321236833793,9,16,0.22616642473667586,165368.43115136804,0,21647.23984988355,16,37400.78683781804,108386.51756312321,0
62795.297194176754,0.48426289457185057,6,19,0.15604888377358817,132497.9573171236,0,32385.86480942511,19,20676.158341617665,125590.59438835351,19
78193.94329772427,0.3625457807408743,6,22,0.20694953119343049,599783.6679321008,0,49845.05907564317,0,124124.94889602445,156387.88659544854,22
102727.93699976047,0.16539127553248587,5,13,0.14163045279219633,498101.0794410122,0,85737.63246654923,26,70546.2814175123,102727.93699976047,13
120641.68603428476,0.3947979550260439,5,15,0.25407512781087227,1021835.6664237728,0,73012.5950970551,15,259623.02754832793,120641.68603428476,0
126638.14025122834,0.4785482369667124,3,18,0.15085277048088058,275756.74030123727,0,66035.68150125975,18,41598.66825321834,126638.14025122834,0
46860.00590070054,0.30119136623710124,3,14,0.08779784155927531,265244.26593632484,0,32746.176701589917,28,23287.874035183733,46860.00590070054,0
89135.31956831636,0.3262168560994605,5,18,0.16606400922202674,683379.1011319242,0,60057.87585131948,36,113484.67335251221,0.0,18
46245.83701999461,0.23268632366322195,5,9,0.26002268114987154,410553.29536705435,0,35485.06321908353,18,106753.1686162566,0.0,0
77504.11889606788,0.20135996214624605,4,10,0.14648002839031546,610084.045792753,0,61897.8924489775,20,89365.12834820097,77504.11889606788,20
107508.68719236304,0.2922810474374623,7,8,0.11,570754.3589074148,0,76085.93549115268,0,62782.97947981563,107508.68719236304,8
67202.94141906884,0.35184584314140555,3,23,0.11808408555923336,567490.9465470698,0,43557.86583389408,23,67011.64948615452,134405.88283813768,23
58598.53249710244,0.3305483142086122,7,16,0.18404045013492865,383076.6577300115,0,39228.88636508665,16,70501.60052481531,58598.53249710244,48
105784.62957397939,0.2323919651242165,4,25,0.2128818452595953,643569.8182522047,0,81201.131627345,0,137004.33046291172,105784.62957397939,0
82227.10789149106,0.17,2,11,0.05025857431158842,275183.74006624316,0,68248.49954993758,11,13830.342449460115,0.0,0
82951.49996785188,0.24984956887603257,3,19,0.14984956887603257,680950.0168231793,0,62226.103463263855,38,102040.06644708055,82951.49996785188,38
76331.37935052524,0.2956939773693159,2,18,0.2385687796568673,728608.6337935999,0,53760.65019228236,0,173823.27261159645,152662.75870105048,18
74307.42769705936,0.37511658887920907,6,15,0.07203824902131606,516481.99571161997,0,46433.47889094999,0,37206.45862209997,0.0,15
43334.31028150713,0.1733524771378677,3,22,0.11952107469459032,322357.1582863323,0,35822.2002491469,22,38528.4739938766,86668.62056301426,66
52110.47546672925,0.2498206626433051,9,19,0.18602761546975283,461786.1156754039,0,39092.20195497326,0,85904.96995613484,52110.47546672925,0
73530.96682256142,0.45058525762493934,8,7,0.21409680337457543,352348.40370041726,0,40398.99719340671,14,75436.66690639376,73530.96682256142,0
71937.0694054022,0.42697637068446,8,6,0.0966259460934149,428069.97779594385,0,41221.64059300746,6,41362.666598720185,0.0,12
64125.50274884378,0.22038659675738687,6,13,0.24471649490750594,143364.93546594397,0,49993.101432669646,0,35083.76449986659,64125.50274884378,13
96231.60786749239,0.23645595852708487,1,24,0.08,940226.7842499163,0,73477.07078858191,0,75218.1427399933,96231.60786749239,24
117901.38855515247,0.4338522868392029,3,22,0.22374318087738648,836549.027620775,0,66749.60150898214,0,187172.14039975684,235802.77711030495,44
39898.455870439466,0.3306648209848299,5,24,0.2014627823582642,337263.2106149251,0,26705.44010246946,24,67945.98479756407,39898.455870439466,0
94825.6278572741,0.49296882661020347,2,22,0.1555467600846948,430295.8017005674,0,48079.549359897865,0,66931.11783256958,94825.6278572741,0
99718.9151127326,0.2778622978526259,2,25,0.07871737871157553,783250.2911338587,0,72010.78822013778,25,61655.40979313575,99718.9151127326,25
114607.3780601085,0.31069171926221095,2,16,0.1531027602459297,786987.9811755926,0,78999.8147304792,16,120490.032198355,114607.3780601085,32
83643.97082426111,0.306444683722672,9,6,0.188222341861336,755207.0588083081,0,58011.72063971201,12,142146.84119911143,167287.94164852222,6
66625.50412755215,0.2997743548829465,5,23,0.29842048418062567,651950.4724208318,0,46652.88660896411,23,194555.37564161228,0.0,46
61272.87293079247,0.391383351153009,8,25,0.06,163296.3741450611,0,37291.69058836643,25,9797.782448703665,122545.74586158495,0
